Noneating,Eating
0.098647711,0.677475023
0.157324238,0.123772232
0.083520948,-0.11229222
0.132115272,-0.206021127
0.047646587,0.318239623
0.032081576,-0.177231862
0.076437459,0.138899848
0.063528689,0.397733135
0.078967522,0.281934003
0.026327685,0.247023985
0.033765747,0.229944398
0.182449053,0.019998776
0.039223843,0.082073766
0.041928795,0.145069103
0.094339632,0.131574472
0.015308971,0.66918582
0.037071158,0.097401147
0.082241606,0.26611084
0.053302607,0.078051442
0.06026187,0.062394289
0.040969731,0.185928475
0.142583508,0.033821337
0.064599686,0.250640837
0.091604198,0.498253184
0.142804166,0.725796327
0.045015802,0.47437333
0.059214494,0.389351758
0.129014203,0.166345862
0.207330169,0.367374716
0.140518923,0.447131909
0.077904951,0.303505515
0.231226567,0.167731894
0.149627803,0.316037404
0.087670408,0.208481012
0.095757557,0.361665395
0.139188225,0.75467701
0.347740482,0.808169443
0.076242293,0.96964738
0.070565997,0.249885474
0.115312633,0.618211493
0.066205662,0.028494264
0.037811478,0.213899793
0.066767089,0.095785947
0.111624219,-0.033137211
0.005551562,0.390765132
0.135271957,0.064030603
0.12453254,0.779079295
0.20399082,0.011534278
0.088119771,0.041039673
0.042481843,0.582446243
0.025575276,0.213946114
0.025885544,0.044967937
0.020252379,-0.028375166
0.13226185,0.335449596
0.045385402,0.163081393
0.044876016,0.13341213
0.051312691,0.150611898
0.058749514,0.253679895
-0.001537433,0.228663686
0.225175453,0.162041506
0.036995383,0.203455506
0.118057716,0.510132938
0.022900901,0.008877016
0.066490869,0.178463883
0.070531285,-0.177705022
0.048617569,0.527589973
0.017498309,0.075168927
0.046822265,0.227889806
-0.00173403,0.138635028
0.316789786,0.211955385
0.234139941,1.037125067
0.242158432,0.095749347
-0.00138108,0.48165178
0.00158841,0.413827287
0.002227066,0.561539392
0.00101536,0.170180643
0.001105885,0.153795907
0.003612688,0.061528296
0.00057916,0.006617796
0.000698918,0.542178843
0.002085074,0.098116188
5.72E-05,-0.03254729
0.000715712,-0.039673075
0.001781489,-0.172887179
0.000636518,0.206749408
0.000943721,-0.002947579
0.004419274,-0.09961205
-0.000470964,-0.032857643
-0.005735599,0.018809412
0.003084002,-0.163069052
0.004382046,-0.453606017
0.000441396,-0.063621068
0.00013069,0.040984295
-0.004895448,-0.144695817
0.000720811,-0.030392805
0.000587262,-0.381037873
-0.007165423,0.207487343
0.001971076,-0.066394289
0.002361488,-0.069812107
0.002178588,-0.203627638
-0.00068708,-0.104375544
0.002358821,-0.101443084
0.003707959,-0.289658627
0.003630673,-0.096909924
-0.003347348,-0.35239604
-0.011264063,0.024391157
0.000265609,-0.139142728
0.003167154,-0.008656452
0.001689251,-0.086508007
0.002748895,-0.054048153
0.000674476,-0.406959468
0.001941308,-0.076470725
0.000204305,0.075588287
0.000816298,-0.199756312
0.000173625,-0.150591298
0.000870872,-0.399335224
0.001462426,-0.221971825
-0.006032276,-0.131172028
0.00081927,-0.473399332
0.003066335,0.003082376
0.002499065,0.119349701
0.001737879,-0.181769236
0.00343792,-0.13415201
-0.004975819,-0.407332189
0.002471626,0.142246806
0.002095662,-0.219405159
0.001561036,-0.14786836
-0.001578932,-0.37179811
0.000685898,-0.231483707
0.002536204,-0.073153719
-0.00010626,-0.808366991
-0.004362291,-0.292275235
-0.003640242,0.01273183
0.001824697,-0.262929826
-0.00278952,-0.647147194
-0.009190069,-0.194316115
-0.004979494,-0.301239161
0.003700127,-0.006865954
-0.009874847,-0.071984721
-0.002484231,-0.208061892
0.007637263,-0.138695312
-0.002762714,-0.285024517
0.002635642,-0.04653782
0.004235048,-0.24135947
-0.006926131,-0.351502525
0.000656736,-0.023833014
-0.00068238,-0.086884997
-0.000350315,-0.23643989
-0.002811806,-0.005627645
0.005032085,-0.056278539
0.002360469,-0.054019472
-0.016630995,-0.163149278
0.009149303,-0.294532299
0.00353134,-0.230481939
0.010996392,-0.62042098
0.000603729,0.018395377
0.001681371,-0.291350394
0.015647949,-0.448904372
-0.002659409,-0.115758153
-0.002144547,-0.436010194
0.004980886,-0.275119744
0.007247391,-0.0071008
0.00311913,-0.001190854
-0.007446158,0.005521263
0.000571061,-0.401896747
0.004291507,-0.007458464
-0.027157134,0.003277214
0.006034462,0.172314937
0.004029358,-0.009694157
0.002501519,-0.017644624
0.002168186,-0.026009313
0.006825961,-0.027417877
0.002494126,-0.06346125
0.002476402,-0.020016072
0.004907531,-0.067699554
0.006190012,0.113308549
0.002030981,-0.123250369
-0.007850092,-0.122998194
0.002868382,-0.083978242
-0.003032655,-0.076006208
0.00504395,0.013723244
0.000760209,0.00654195
0.011768389,-0.015471375
-0.004659341,0.018689809
-0.0050289,-0.031642483
0.005086819,-0.143751549
-0.010760124,-0.03359943
-0.005620963,-0.00891396
-0.006484746,0.00029566
-0.028057704,-0.090228034
-0.007987656,-0.236118299
0.004219087,0.064438885
-0.035032919,-0.12729648
0.002420765,-0.065158603
0.001132731,0.01922313
-0.002008223,0.167834623
-0.019897556,-0.130985084
0.024128313,-0.179281915
0.007644572,-0.020214967
0.000615219,0.008972125
-0.004320705,-0.012548351
0.007057378,0.043400084
-0.009645585,-0.032852636
-0.010049376,0.054134765
0.000406398,-0.038930303
-0.017039694,-0.082640276
-0.056275352,0.010012325
-0.001861205,0.099343944
-0.006086503,-0.027496783
0.009451743,0.001899194
-0.007651476,0.042600739
-0.011239158,-0.008501607
-0.044863878,0.001046608
-0.002148143,-0.146136593
-0.002472198,-0.014630007
-0.00950868,-0.002905395
0.004384946,0.02771176
-0.001919164,-0.016851201
-0.06171831,0.019174775
-0.007738317,0.05506013
-0.003197202,0.05081049
-0.03549125,-0.008528769
-0.013463792,0.084008557
0.00067663,-0.014673944
-0.025521238,0.082087524
-0.020283527,-0.010865281
0.000890668,0.015442928
-0.11586213,0.151325619
-0.057445539,0.002793901
-0.003953373,-0.006695777
0.02449812,0.072355861
0.009016924,0.143956543
-0.011108709,0.051205273
-0.01980876,-0.010548204
-0.004120516,0.249567033
-0.023554525,0.051690313
-0.011292132,0.050958516
0.008430833,0.027442048
-0.014509739,0.158199886
0.002924024,0.039247934
-0.05929963,0.010677032
-0.003363994,0.349740664
0.001107063,0.320569557
0.014325985,0.031518793
-0.021619106,0.093082619
-0.036334988,0.07912516
-0.013497861,0.047821123
-0.018733489,0.270464473
-0.032702723,0.007775005
-0.042721137,0.016919567
-0.011187786,0.324028254
0.025322912,0.742273394
-0.016531757,0.015682636
-0.024656714,0.240711579
0.004751542,0.056773149
-0.000192876,0.017758965
-0.032339739,0.002408069
-0.014633112,0.279262164
0.001564459,0.26474605
-0.023592676,0.006791551
-0.023043458,0.767541472
-0.048385533,0.024540177
-0.038728394,0.007211202
-0.008443377,0.352036736
-0.112228508,0.353613232
-0.102055573,-0.056270412
-0.020191828,0.065890203
-0.129569286,0.712875053
-0.259202443,0.311944876
0.001310174,0.271516069
-0.228899986,0.219880208
-0.162911232,0.04155889
-0.02832383,0.366486917
-0.015719613,-0.001266457
-0.012813934,0.067307121
-0.023637642,0.03698191
-0.002384834,0.093192391
-0.006266759,0.574624984
-0.014811574,1.738276688
-0.010639362,0.000362203
-0.001143823,0.265041918
-0.005594432,0.054632572
-0.028192206,0.010919348
0.003951644,0.04070413
-0.002591452,0.02421711
0.010469094,0.007399628
0.008699407,0.003222417
-0.017586198,0.021128129
-0.00508082,0.053596196
-0.042884578,0.010236621
-0.032581638,0.018025731
-0.020225126,0.080739664
-0.0216607,0.186419071
0.002135335,0.121125835
-0.025379963,0.01316985
-0.008588517,0.070359448
-0.015015483,0.210536369
-0.005002182,0.031358548
0.016180262,0.040289539
-0.014593191,0.081863303
-0.081987905,0.017754965
0.012091395,0.004822085
0.004844516,0.267540909
-0.009811706,0.004891017
-0.01758879,0.154091677
-0.025987048,0.019961533
-0.007282441,0.04017878
-0.057080925,0.182527991
-0.020324206,0.009133488
-0.012271003,0.014638171
-0.055094615,0.009254774
-0.020283782,0.036519955
0.000504016,0.198843979
-0.000363117,0.015584882
-0.003554631,0.030446862
-0.007037874,0.534287938
0.008042631,0.523178936
-0.018813969,0.008612155
-0.029963197,0.05528555
-0.016189083,0.589443772
-0.001864404,0.026715544
-0.010437261,-8.70E-05
-0.007340482,0.202209017
-0.046290331,0.268936911
-0.010489412,0.008235535
-0.013482459,0.402734923
-0.006595447,0.598475734
-0.018321073,0.391219177
0.004696425,0.261558099
0.002065279,0.259272443
-0.038569728,0.539874816
-0.00443656,0.272209241
-0.003965691,0.25276962
-0.004086655,0.177565888
-0.000160993,0.98757634
-0.008284629,0.499849951
-0.003101674,0.482764706
-0.018943602,0.081369314
-0.026518631,0.233482975
-0.051014194,0.450928609
-6.80E-05,0.134740745
-0.023026732,0.125706295
-0.002824524,0.333990884
-0.00570474,0.174581536
-0.026403822,0.095619226
-0.025923687,-0.006809822
-0.034065553,0.422330123
-0.206906094,0.049817064
-0.027519381,0.034531793
-0.072406609,0.109949276
-0.009384401,0.070185269
-0.083870596,0.456626559
-0.001351963,0.382515069
-0.081694841,0.061628346
-0.119009121,0.34893252
0.015434079,0.23435487
0.003456378,0.423269189
-0.200747053,0.142439996
-0.084056058,0.247855487
-0.136949708,0.045061513
-0.030208524,0.054156927
-0.159004643,0.565283516
-0.132189095,0.327653378
-0.086643218,0.226936034
-0.057455675,0.656211999
-0.06857316,0.54240402
-0.018804387,0.72344848
-0.057238161,1.015119328
-0.00838195,0.716198691
-0.040402931,0.90721047
-0.045998112,0.11149713
-0.035422448,0.901418697
0.014881201,0.177982449
-0.014900192,0.532314969
0.040013953,0.370004288
0.039514284,0.529892063
-0.025428605,0.828916866
-0.020786844,0.837559611
-0.123791433,0.878170102
-0.006653935,0.373816569
0.066871401,0.385085284
-0.129571491,0.56792683
-0.222398043,0.104840067
-0.142635276,0.269640558
-0.00624985,0.244823129
-0.024279594,0.527979109
-0.00193811,0.451581398
-0.018369978,0.964518339
-0.025906411,0.615565489
-0.046026716,0.249496796
0.001160812,0.303243971
-0.010824203,0.567821335
-0.048940387,0.383169567
-0.017250217,0.249699681
-0.03441237,0.218003887
-0.04092879,0.154040886
-0.196394337,0.545936637
-0.044748521,0.830561733
-0.022117951,0.142556301
-0.053620917,0.24221297
-0.162003523,0.665598675
-0.581089991,0.461525308
-0.033493514,0.221345519
-0.052817975,0.678472507
-0.007730557,0.555320932
-0.004359879,0.258580383
-0.022121813,0.321490526
-0.031703768,0.464864506
-0.046758397,0.636754871
-0.049522506,0.512072141
-0.092145621,0.54199696
-0.04213788,0.389622053
-0.025269735,0.713136672
-0.177784322,0.093485954
-0.011917992,0.148140142
-0.048510017,0.562656383
0.004210632,0.569014613
-0.065929382,0.814356273
-0.003793495,0.530583777
0.01566566,0.775043947
-0.033673563,0.286996643
-0.009990958,0.722286925
-0.01792519,0.785692792
-0.002327287,0.030702467
-0.023731085,0.28777217
-0.015106861,0.58474731
0.007561607,0.395907312
-0.001372453,0.624973174
-0.034393699,0.553002632
-0.02859359,0.155490439
-0.017676839,0.072907528
0.000973242,0.635351176
-0.046328223,0.93979319
-0.010423893,0.356161035
-0.019592911,0.674433623
-0.009649379,0.246044183
-0.003425266,0.517977316
-0.004626052,0.352832794
-0.020845765,0.249434183
-0.005756125,0.902103639
-0.006290341,0.711211593
-0.001546494,0.501374281
-0.02637441,0.540756988
0.005506026,0.715401809
0.000509607,0.253860192
-0.011504374,0.331642429
-0.040407561,0.652375983
-0.012843031,0.26731289
-0.035181932,0.548542162
-0.07256578,0.311007092
0.002018169,0.329636203
-0.011126042,0.478929011
-0.005715721,0.329321483
-0.016706243,0.076493926
-0.036228104,0.648257733
0.002353991,0.386036162
-0.002377448,0.49226376
-0.042546686,0.7303793
-0.025850976,0.500148744
-0.012094204,0.319326358
-0.043680467,0.084630266
-0.042584868,0.411659296
-0.021665751,0.277797823
-0.014695682,0.467033143
0.003298263,0.387425335
-0.009223407,0.235819682
-0.036237007,0.464397595
-0.078479533,0.510742715
-0.074265728,0.000864649
-0.01355141,0.487415783
-0.024180277,0.222961684
-0.00622339,0.106716531
0.003414253,0.229269598
-0.120829902,0.16539797
-0.057516142,0.17138535
-0.030743756,0.28757193
-0.010401334,0.214649538
-0.011878849,0.179083095
-0.11307281,0.527492264
-0.026500967,0.319090094
-0.043486331,0.523072954
-0.010380903,0.260982066
-0.008898856,0.170780252
-0.01326156,0.10405398
-0.113430879,0.13253044
-0.036724647,0.033755353
-0.010117147,0.106316768
-0.019486405,0.04083066
-0.039966813,0.060301172
-0.034638185,0.201076644
-0.004383642,0.075544024
-0.000585365,0.970729638
-0.003212349,0.062044811
-0.063797828,0.032458842
-0.011863444,0.045545344
-0.007558476,0.09988536
-0.040400595,0.109776475
-0.099007429,0.037022311
0.001296163,0.004457284
-0.186015816,0.050386034
-0.034049419,0.012487579
-0.159245052,0.216144059
-0.070650797,0.127209691
-0.072859063,0.199206387
-0.06565834,0.237857423
-0.080504624,0.230448305
-0.058420362,-0.055366532
-0.042817153,0.317453682
-0.035713655,0.048090371
-0.059855502,0.125668989
-0.031830305,0.348881325
-0.071420869,0.03095201
-0.065833971,0.483525351
-0.036392115,0.079133709
-0.041878737,0.177496673
-0.042713752,0.165855787
-0.008452662,0.207569849
-0.06711834,0.014538359
-0.113472784,0.005789748
-0.084348892,0.0027013
-0.022880128,-0.02592829
-0.020995802,0.418490427
-0.024514689,0.227484663
-0.029384612,0.168143922
-0.015996328,0.574578052
-0.03390353,0.056521388
-0.057279014,0.516648652
-0.104357926,0.051785029
-0.089917614,0.161597756
-0.02707519,0.214626232
-0.091790645,0.393435614
-0.133570221,0.374659618
-0.040890929,0.428676746
-0.039330616,0.301832977
-0.048477806,-9.08E-05
-0.085395096,0.702565902
-0.086290004,0.402792547
-0.092341764,0.093345146
-0.095301257,0.265602542
-0.065580783,0.251576616
-0.085577271,0.606872453
-0.042741953,0.054358143
-0.065039969,0.622213291
-0.019501565,0.334579511
-0.084333287,0.233119041
-0.037183345,0.735787996
-0.125709749,0.528316799
-0.095284856,0.029464259
-0.063023167,0.020135642
-0.110791888,0.4835819
-0.146618153,0.24365388
-0.043118837,0.362366452
-0.022435039,0.325698143
-0.070324312,0.168195932
-0.057578977,0.663738963
-0.039230846,0.507293461
-0.040872836,0.048287827
-0.029591904,0.489451557
-0.054149205,0.395819966
-0.037865066,0.080041355
-0.034050975,0.071624328
-0.066710809,0.251223965
-0.096556079,0.025044185
-0.024909739,0.085496964
-0.011051585,0.005974312
-0.092600946,0.004120795
-0.042756284,0.027919501
-0.050291915,0.01030601
-0.063061391,0.004767844
-0.064298631,0.213761421
-0.062987437,0.028506948
-0.031664148,0.008265355
-0.038944035,0.112655009
-0.06715292,0.267980216
-0.10271097,0.050705466
-0.022457901,0.089235722
-0.030911965,0.059366653
-0.080728913,0.311729181
-0.057369619,0.022564291
-0.001548377,0.018499425
-0.013478643,0.024650676
-0.009416411,0.039169253
-0.010660441,0.371948983
-0.002126205,0.396790339
-0.014435974,0.017888222
-0.000691412,-0.00468861
0.006881365,0.020848845
-0.01006504,0.055649909
-0.003737719,0.089674151
-0.002697675,0.008651974
0.008792617,0.679032469
-0.003186155,0.133270112
-0.021092903,0.03453856
-0.01235456,0.391812256
0.0059412,0.403729027
-0.006984161,0.776782065
0.006166222,0.011485792
0.000345054,0.163815308
0.000292461,0.107691925
-0.023829132,0.106542611
-0.014453066,0.050477404
-0.000939285,-0.516154795
-0.018765535,0.574770129
-0.029838142,0.814919656
-0.003145306,0.431024304
-0.008554281,0.400420644
-0.011908308,0.053919837
0.002625462,0.330223029
-0.010490136,0.541981121
0.002152636,0.5371111
-0.007612195,0.186191154
-0.025555869,0.652276858
-0.021594825,1.010825067
-0.00340978,0.457601682
0.008993196,0.217244124
-0.025420666,0.919799307
-0.030200885,0.790817335
-0.000435321,-0.13508184
-0.031883675,0.448445371
-0.039097723,1.028725196
0.003434405,0.321766745
-0.005785099,0.19432804
-0.024289429,0.268954581
-0.011864745,0.68817472
-0.006287501,0.579690567
0.01353379,0.109822169
-0.018279071,0.153154475
-0.005524731,0.765511384
0.00398785,0.784317757
0.000878348,0.391140326
-0.001577508,-0.003388314
-0.016839904,0.561417563
0.004258359,0.641536942
-0.006443319,-0.015339339
2.41E-05,0.315414663
-0.005280178,0.825172362
0.002500876,0.631896999
0.007111067,-0.191416471
-0.014071103,0.366257455
-0.013390355,0.610459528
0.003703127,0.886021245
0.004854839,0.001006643
0.00214052,0.11116679
-0.002049754,0.34511886
0.008035043,0.219206296
-0.006716301,-0.041260846
-0.010883685,0.007399077
-0.012139216,0.633651428
0.005998001,0.442345152
0.012637285,0.198691793
0.006923284,0.154265892
-0.00962019,0.318620178
0.009405562,0.381717933
0.008427103,0.148451693
0.005603761,0.340012896
0.002150805,0.530668587
0.008010632,0.555615496
-0.026232119,0.097837414
-0.158610229,0.260745393
-0.140815596,0.819795501
-0.046353634,0.353958119
-0.097470809,0.247911042
-0.043652283,0.25163947
-0.013375379,0.048270246
-0.108550281,0.479126746
-0.070821972,0.310294909
-0.281390392,0.253730477
-0.064744901,0.395196587
-0.050103879,0.421028788
-0.162510305,0.139424461
-0.01530293,0.280869042
0.003547781,0.616673207
-0.014952251,0.341149184
-0.427490952,0.333291789
-0.193503498,0.3934251
-0.107756254,0.330366693
-0.039816175,0.453993009
-0.079378535,-0.379143616
-0.16612777,0.227896347
-0.04056826,0.616708406
-0.347917883,0.260209414
-0.001132174,0.136944601
-0.045240261,0.403211791
-0.212726235,0.383725915
-0.041875771,0.010949786
-0.357852738,-0.00834125
-0.131562802,0.058771798
-0.02015069,0.238962579
-0.157058344,0.063253745
-0.152272504,0.084268117
-0.042056635,0.075186448
-0.324053276,0.179911801
-0.029394099,0.059648714
-0.157276432,-0.035736927
-0.150210062,0.190045442
-0.068770442,0.132359926
-0.012815099,0.067173348
0.023006299,0.055823575
-0.001907175,-0.082640342
-0.010923138,0.146657317
-0.025830994,0.07670954
-0.007583785,0.007247284
-0.021363309,0.017495337
-0.057101823,0.15377432
-0.149094657,-0.000724679
-0.12786025,0.180853799
-0.169604472,0.179051867
-0.140740942,0.374895655
-0.214423123,0.065104284
-0.052605755,0.050433254
-0.223470346,0.049002654
-0.232890115,0.197646361
-0.011441575,0.135485971
-0.025406194,0.177008782
-0.015086202,0.228460267
-0.040382179,0.189716242
-0.020140733,0.128903972
-0.010940372,0.119216884
-0.057971103,0.245327549
-0.02158728,0.481708247
-0.052617469,0.112467074
-0.021734759,0.358927347
-0.041882122,0.299474337
-0.050185337,0.459305625
-0.028481371,0.094719578
-0.094441766,0.155707081
-0.001084546,0.084478919
-0.005183676,0.207658161
-0.02028141,0.098554629
-0.052368299,0.023224123
-0.024025791,0.213447546
-0.038500295,0.331180936
-0.003564018,0.123631239
-0.107583045,-0.030183746
-0.045205185,0.094552804
0.006447351,0.108843399
0.001254543,0.026466749
0.002304242,0.219825737
0.003149865,0.083859932
0.002326328,0.267621055
0.002474798,0.013516896
0.001699256,0.154990918
0.003264894,0.152570704
0.004092632,0.263233215
0.004009383,0.154686257
0.005629401,0.075905454
0.002263186,0.341688791
0.004509434,0.158079229
0.004152715,0.098188214
0.002169649,0.103324795
0.003891051,0.338857755
0.002877499,0.205731931
0.007182843,0.14343825
0.00267918,0.162354883
0.003242015,0.381451617
0.003727886,0.441005246
0.003535153,0.082643754
0.006395742,0.100642325
0.004281633,0.400174849
-0.016152353,0.352092523
0.008115857,0.164735842
0.024026774,-0.103673851
0.032472837,1.169012559
0.008388954,0.03677756
0.022908388,0.114257905
0.011239821,-5.18E-05
0.006750598,0.166358504
0.014700945,0.186114972
0.004258479,0.008197609
0.013437773,0.017151292
0.013788518,0.039378663
0.010141447,0.12154006
0.008425136,0.047440687
0.016942187,0.015891123
0.006786597,0.043994528
0.003637453,0.179915747
0.006818122,0.33915104
0.015852685,0.326798652
0.010398558,0.127179087
0.005359893,0.290100871
0.005537531,0.288810455
0.007663937,0.150955527
0.008072789,0.068202975
0.014789355,0.032753592
0.010642536,0.05204798
0.016186674,0.148977022
0.008742902,0.31501932
0.005967095,0.209731424
0.006629032,0.122619333
0.008764922,0.295254998
0.00753416,0.105726397
0.001949731,0.869856569
0.009283465,0.686567825
0.017258026,0.336844752
0.009098943,0.518902237
0.006391182,0.932639045
0.00340238,0.257573774
-0.004324745,0.050589822
-0.002755975,0.455004353
-0.008665837,0.189089723
-0.031068959,0.538835317
-0.002375521,0.070330976
-0.013184546,0.148782311
-0.01192904,0.639717553
-0.004843682,0.269849895
0.003547464,0.189410777
-0.002134232,0.053497377
-0.001808256,1.454455842
