19800,-40.171,-1.1521,0.060897,0.10614
16217,-33.239,-0.75921,0.053856,0.089616
10429,-37.48,-3.7021,0.028698,0.055461
12908,-25.064,-0.3845,0.062997,0.069622
8909,-39.079,-0.68561,0.050486,0.13145
12592,-44.717,-2.1906,0.070037,0.11964
8779,-14.247,-0.29254,0.026992,0.051631
7955,-23.227,-0.51323,0.043975,0.079661
22839,-18.35,-0.54556,0.032186,0.15701
18936,-39.093,0.29837,0.076236,0.11657
5356,-13.324,0.09776,0.031794,0.052194
6756,-9.9887,-0.056287,0.020133,0.07787
10318,-8.526,-0.26448,0.016794,0.11252
8928,-12.521,-0.33708,0.025606,0.079142
8054,-8.914,0.20342,0.021654,0.12501
15004,-8.9518,-0.18198,0.01886,0.085397
11643,-7.2696,-0.40854,0.013428,0.089098
11841,-19.911,-0.10844,0.049646,0.12228
13345,-11.492,-0.26965,0.019991,0.13997
11086,-32.826,-0.12198,0.068589,0.029921
5848,-20.251,-0.35284,0.040762,0.059597
10973,-27.829,-0.50528,0.045254,0.18982
6249,-24.354,-0.58476,0.042749,0.060001
5917,-8.3695,0.46247,0.022649,0.058866
18733,-29.765,-0.22547,0.053354,0.13948
6684,-24.712,0.41053,0.051064,-0.011504
4613,-22.04,0.098047,0.053546,-0.0018545
12022,-31.663,-0.29855,0.053409,0.10743
9353,-16.492,-0.38077,0.030187,0.025295
7012,-9.9832,-0.24383,0.022792,0.022349
3485,-15.029,0.20756,0.035618,0.15895
18446,-15.981,-0.044472,0.031851,0.19933
7768,-12.978,-0.34035,0.023203,0.012495
17256,-26.684,-0.75255,0.050858,0.11637
8028,-7.5011,0.28199,0.01852,0.21759
7372,-10.776,-0.065447,0.021284,0.1922
4572,-8.6073,0.36908,0.01882,0.073937
4797,-8.3335,-0.15954,0.026936,0.049918
6348,-9.0679,0.14264,0.021002,0.20625
25201,-40.687,-0.1036,0.079194,0.1501
10349,-25.012,-0.16126,0.042955,0.0446
7974,-11.299,-0.04102,0.02525,0.023972
5168,-7.8459,0.095643,0.021294,0.20208
14039,-21.785,0.14976,0.040645,0.20131
6064,-15.214,0.076321,0.030943,0.067333
11465,-27.386,-0.0016002,0.057443,0.095262
5640,-20.784,-0.35788,0.029036,0.15555
12815,-35.846,-0.71872,0.05495,0.1991
13512,-23.412,-1.336,0.031846,0.027233
6324,-19.896,0.087278,0.051694,0.098038
7324,-38.666,0.040237,0.081125,0.19179
8569,-18.056,0.19867,0.03216,0.21779
6766,-10.522,0.2512,0.0089307,0.11191
18054,-27.334,-0.94821,0.047533,0.14742
8959,-32.985,-0.24507,0.068101,0.14642
4245,-21.915,0.35062,0.049207,0.21277
8053,-27.907,-0.81403,0.048427,0.047186
6569,-8.8818,-0.41825,0.016373,0.0090864
3373,-41.464,0.5473,0.073423,0.1567
10064,-13.213,-0.34588,0.019624,0.21851
9095,-7.9228,-0.28757,0.020044,0.12508
11769,-14.698,0.072819,0.033533,0.025083
10266,-7.781,0.21251,0.013353,0.21469
6067,-40.604,2.0213,0.09192,0.16084
5289,-18.665,-0.52203,0.03696,-0.0076796
4317,-19.17,0.098138,0.042084,0.02086
12678,-12.736,-0.46881,0.019155,0.2242
12021,-10.938,-0.011942,0.022728,0.014679
11748,-10.979,-0.57496,0.017129,0.018178
11633,-9.4404,0.098823,0.020399,0.0054266
16425,-12.913,-0.0080804,0.025719,0.22876
8963,-35.761,-0.96195,0.049708,0.12879
11455,-18.845,-0.90947,0.031526,0.040601
14462,-14.752,0.0063346,0.031095,0.12954
15462,-9.6987,-0.066767,0.0192,0.074494
29582,-24.285,0.62987,0.057486,0.19658
11001,-21.159,-0.02683,0.043246,0.0027392
12335,-12.749,0.34303,0.028395,0.020061
17741,-13.909,-0.30299,0.024106,0.012281
21262,-9.8919,0.23507,0.023104,0.070983
15070,-16.807,-1.174,0.022317,0.082513
17497,-12.678,-0.10179,0.021115,0.18522
14741,-10.234,-0.50861,0.016408,0.0077933
9993,-7.5192,0.21554,0.015606,0.14128
13352,-16.938,0.67139,0.043238,0.10968
17377,-12.543,-0.35021,0.020424,0.17419
13381,-8.7914,-0.61562,0.012122,0.11124
11693,-21.807,-0.69138,0.036211,0.19809
6784,-12.854,-0.71115,0.017457,0.12896
8477,-8.0253,0.27536,0.019639,0.12247
9235,-14.812,-0.61208,0.023405,0.14727
12368,-17.84,1.1002,0.047586,0.11195
9780,-7.9164,-0.038783,0.016627,0.020235
6711,-9.8976,-0.3671,0.017188,0.1309
10764,-8.6107,-0.047795,0.017634,0.029662
7880,-16.299,0.37386,0.035002,0.10197
14299,-14.144,0.88719,0.037197,0.13039
9129,-8.9376,-0.42281,0.015664,0.022404
9291,-12.123,0.10524,0.025552,0.27864
20164,-18.091,0.96162,0.045568,0.22206
9995,-11.572,-0.95253,0.015747,0.060428
9660,-8.3579,-0.23035,0.016479,0.028911
6671,-7.2519,0.16135,0.019084,0.059724
8702,-8.4635,0.20704,0.020078,0.038735
6103,-8.1905,0.49544,0.023705,9.238e-05
9475,-9.2034,0.011431,0.015353,0.23961
20386,-13.344,-0.42528,0.020733,0.27613
10386,-8.4348,-0.35735,0.015266,0.016936
12431,-11.988,-0.39897,0.022537,0.0085598
8122,-7.8914,-0.28595,0.014096,0.011328
9150,-7.1262,-0.34075,0.012204,0.20876
12745,-7.9238,0.14453,0.020592,0.037063
10062,-11.766,0.66982,0.03131,0.25265
5542,-5.6702,-0.38194,0.0099105,0.0065705
5634,-7.2631,-0.14855,0.013214,0.27276
8879,-8.2828,-0.040815,0.015504,0.20372
11754,-13.361,-0.91273,0.022957,0.030398
8245,-10.32,-0.28083,0.019673,0.034486
9140,-6.9088,-0.026806,0.014317,0.05134
14025,-9.8913,-0.31681,0.018408,0.0051187
14090,-10.778,-0.075772,0.018591,0.25069
7784,-5.3754,-0.38196,0.0083265,0.11364
14729,-19.073,-0.54048,0.031568,0.2304
8200,-10.155,0.68982,0.029283,0.13921
9368,-12.089,1.0742,0.037937,0.18809
6315,-11.451,-0.25798,0.021746,0.23463
6577,-13.61,-0.53169,0.0197,0.23302
13125,-7.7401,-0.04207,0.016909,0.035837
7687,-20.448,-0.35753,0.036674,0.15578
5395,-13.757,-0.71846,0.024169,0.24653
15638,-16.194,-0.073743,0.030233,0.24462
15911,-8.5897,0.13237,0.019734,0.02205
9045,-18.645,2.1597,0.056234,0.092239
11110,-13.016,-0.96966,0.018596,0.14237
26818,-7.7427,0.1871,0.019034,0.25511
13320,-7.4265,-0.22602,0.013869,0.022906
5332,-23.233,0.86613,0.060722,0.20154
5772,-13.628,0.032403,0.023207,0.23064
4723,-13.028,0.60248,0.029268,0.21753
7865,-29.943,-0.89705,0.042561,0.25739
6957,-16.094,0.75368,0.041109,0.17057
6608,-17.452,-0.82332,0.03659,0.26126
10709,-11.617,-0.079469,0.024132,0.29982
6754,-6.7668,0.29196,0.015645,0.2283
4442,-16.119,0.13111,0.035961,0.092776
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4493,-42.742,1.6249,0.095205,0.079048
5472,-32.938,-0.55164,0.058069,0.1091
3991,-15.894,-0.80265,0.022995,0.12383
6165,-14.327,-0.22601,0.027286,0.16289
15718,-45.631,0.29476,0.092801,0.1344
3438,-9.7398,1.5777,0.037382,0.13572
4346,-33.483,-0.55637,0.067733,0.10633
9429,-15.957,-0.74899,0.023916,0.065323
15626,-26.923,-1.0654,0.042221,-0.0089181
5908,-62.861,0.15544,0.11595,0.10588
6150,-22.277,-0.62466,0.036933,0.23924
4191,-21.8,-2.1483,0.0091901,0.060677
3971,-21.176,1.1405,0.052995,0.18715
3629,-19.302,-0.83865,0.031642,0.22628
12027,-26.614,-1.3369,0.036107,0.15823
7691,-26.757,-1.3944,0.032529,0.062073
6828,-63.967,1.3608,0.12534,-0.013789
3711,-40.057,-2.3758,0.032552,0.037246
8417,-37.958,1.2961,0.081835,0.1255
2134,-20.304,0.058419,0.042525,0.057216
5726,-30.471,0.44299,0.060616,0.048229
4183,-45.23,-1.6197,0.066512,0.17495
8003,-44.07,-2.1451,0.064721,0.030815
3592,-23.588,-0.94859,0.045257,0.00013433
3126,-29.842,0.48519,0.055318,0.15393
1839,-68.365,1.4468,0.11737,0.011335
4607,-72.464,-0.28982,0.12005,0.05134
4978,-20.57,-0.41793,0.028961,0.013283
4565,-35.214,0.42447,0.063574,-0.0068677
6219,-72.186,0.39849,0.11154,-0.078402
3220,-19.225,-0.27461,0.029903,0.035967
9775,-35.605,-2.2117,0.049876,0.12335
8227,-28.509,-2.1957,0.030047,0.076657
4970,-38.021,-1.0435,0.050472,-0.0055689
6331,-59.485,-0.99557,0.090409,0.14254
2475,-31.124,-0.24625,0.031376,0.038426
2308,-17.374,-1.0029,-0.0014305,0.061705
4559,-27.383,-0.39649,0.046431,-0.0081346
14153,-42.511,0.080585,0.080575,-0.0025191
5728,-49.597,-0.54444,0.069206,0.057979
5169,-34.837,-1.1345,0.066302,0.029036
6681,-57.092,-5.1893,0.045276,-0.017494
2909,-43.957,-2.3541,0.035983,0.030636
16573,-65.639,0.14007,0.12126,0.035009
2420,-66.735,-1.3188,0.11373,0.022012
7699,-33.741,-1.2514,0.041479,0.037845
2071,-46.286,-0.53472,0.079532,0.02641
3768,-61.24,-1.1053,0.09373,0.054946
11345,-60.51,1.8285,0.12552,-0.040229
5309,-33.071,-0.67755,0.059073,0.033226
7457,-29.505,-0.98645,0.031303,0.12154
6993,-34.328,-0.94429,0.054887,0.011058
10725,-51.591,1.8643,0.11254,0.13348
6777,-29.152,-1.7001,0.0025825,0.037221
7708,-67.556,-0.86633,0.1055,0.1699
9316,-26.21,-0.98551,0.038516,0.081697
3762,-21.121,-0.10832,0.023071,0.21259
4940,-29.211,1.5522,0.050805,0.10482
2636,-29.966,-0.8275,0.049825,0.14937
6950,-39.068,0.0051469,0.067249,0.012102
5933,-44.431,0.13628,0.050205,0.07424
2664,-36.353,1.2595,0.045403,0.012927
11204,-46.286,2.233,0.10484,0.20286
3497,-31.23,2.595,0.068351,0.071358
3771,-37.631,-1.8813,0.033432,-0.0083016
2788,-46.673,-0.63328,0.041332,-0.04043
5729,-32.025,1.0836,0.069773,0.20643
16829,-45.804,1.1981,0.10036,0.099359
10910,-24.689,-0.72125,0.039756,0.020636
42796,-30.872,0.35009,0.064862,0.20229
6380,-31.744,0.49128,0.063211,0.072431
3534,-29.295,3.5534,0.069765,0.04357
4654,-47.955,-2.5253,0.045425,-0.02219
12404,-36.441,0.64894,0.080351,0.031378
9373,-32.705,-0.99281,0.03852,0.022798
2591,-20.801,1.5836,0.036657,0.071912
8851,-38.861,-0.49546,0.070241,0.093472
2878,-89.98,3.0544,0.18127,-0.05496
15006,-30.107,2.4638,0.060705,0.088301
63326,-64.157,0.9275,0.086221,0.048013
2750,-21.45,0.57625,0.024372,0.017292
2899,-23.931,1.1761,-0.013882,0.12751
2379,-38.529,1.8927,0.044199,0.064925
5963,-19.537,3.2804,0.042853,0.16303
1297,-11.195,-1.3415,-0.016345,0.098071
1212,-14.778,-1.1605,-0.051928,0.13231
3744,-35.015,1.4915,0.052728,0.11874
3550,-26.103,2.5878,0.071534,0.11957
4034,-42.726,-0.40517,0.042536,0.13851
9232,-26.699,-0.73998,0.031033,0.10504
20137,-54.692,-2.56,0.068514,0.092114
3923,-28.769,0.30848,0.041859,0.093303
4808,-28.857,1.2752,0.02621,0.1762
3531,-17.089,-1.3142,-0.046331,0.07364
2639,-18.896,1.231,-0.045496,0.093272
3568,-27.374,1.6679,0.031681,0.10138
1645,-9.6493,-0.76325,0.027389,0.098679
1747,-11.519,0.56162,-0.02809,0.064048
3026,-18.946,6.3859,-0.018296,0.17007
8992,-30.691,0.15478,0.051358,0.1208
4299,-18.164,0.95417,0.012149,0.098377
3748,-51.879,-0.34637,0.013184,0.037091
15917,-41.254,4.4988,0.093552,0.19452
4145,-12.107,0.61298,0.019766,0.056417
2497,-10.157,2.2932,0.039715,0.11815
