TS,OW,OX,OY,OZ,AX,AY,AZ,GX,GY,GZ,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,
1.50353E+12,0.879564895,0.365904609,0.004057646,0.079621399,0.428428988,0.65878293,0.124508336,0.590520996,0.448396206,0.389914934,0.46001352,0.512332052,0.475888621,0.440807563,0.453338393,0.434199082,0.500948336,0.676700092,0
1.50353E+12,0.879564895,0.365905906,0.004057646,0.079621399,0.428665398,0.660845353,0.125040496,0.590061807,0.447715498,0.38919041,0.467704359,0.509374679,0.468717386,0.44368685,0.464799008,0.432965416,0.512064222,0.673683834,0
1.50353E+12,0.879564895,0.365888484,0.004057646,0.079621399,0.429131684,0.659177939,0.123832564,0.59001333,0.449458867,0.38957234,0.450903675,0.507772494,0.4808272,0.446978887,0.464591985,0.429557853,0.496333556,0.676267791,0
1.50353E+12,0.879564895,0.365691038,0.004057646,0.079621399,0.428220078,0.659393644,0.127413481,0.589311644,0.449359291,0.390490633,0.469770975,0.507042439,0.489607872,0.445553217,0.453833859,0.434303362,0.504694556,0.671080275,0
1.50353E+12,0.879564895,0.368027889,0.004057646,0.079621399,0.428476182,0.659021556,0.122949244,0.589266922,0.447880634,0.388379725,0.446706414,0.494835417,0.464798978,0.443278389,0.474573539,0.431946291,0.507142436,0.671886703,0
1.50353E+12,0.879564895,0.36822999,0.004057648,0.079621399,0.428402323,0.659575849,0.122091086,0.589095479,0.448873308,0.388769923,0.464713739,0.502635302,0.47339889,0.449529043,0.464580227,0.428636208,0.516200728,0.679363365,0
1.50353E+12,0.879564895,0.366502976,0.004057656,0.079621399,0.427308294,0.6615321,0.127037651,0.590684675,0.44980555,0.390713299,0.452440706,0.505149523,0.447420651,0.449657327,0.479267877,0.421388264,0.504899653,0.677830731,0
1.50353E+12,0.879564895,0.367935445,0.004057693,0.079621399,0.427568587,0.657040685,0.124376111,0.59036696,0.446830784,0.389363082,0.45084955,0.489137547,0.466478137,0.41850792,0.420100046,0.447114848,0.482823118,0.660302291,0
1.50353E+12,0.879564895,0.368002067,0.004057086,0.079621399,0.428977812,0.66018983,0.124927115,0.589241691,0.449141458,0.38911185,0.460504909,0.501815627,0.468317962,0.439595623,0.469714162,0.423227332,0.503820238,0.673195934,0
1.50353E+12,0.879564895,0.368210784,0.004046727,0.079621399,0.430594165,0.661907484,0.1250632,0.58958286,0.44875082,0.389720225,0.44592878,0.511836118,0.477016293,0.449304063,0.463983305,0.424539301,0.500718737,0.67349224,0
1.50353E+12,0.879564895,0.365663798,0.003986922,0.079621399,0.426497839,0.659523707,0.126732398,0.59010451,0.447306397,0.390282953,0.465409645,0.515644217,0.479328676,0.449792852,0.473400866,0.429416532,0.512788553,0.677873699,0
1.50353E+12,0.879564895,0.365949773,0.005462763,0.079621399,0.427926599,0.657926395,0.123962546,0.589928218,0.446097226,0.387573012,0.450903675,0.512206976,0.464989218,0.439590591,0.452419532,0.423681718,0.520901405,0.681145291,0
1.50353E+12,0.879564895,0.365908901,0.005858438,0.079621399,0.426270456,0.664790923,0.126412444,0.589959211,0.449302721,0.390460111,0.458861666,0.508600672,0.486518874,0.459090694,0.473823647,0.430079752,0.515782749,0.66971601,0
1.50353E+12,0.879564895,0.365904366,0.005943901,0.079621399,0.428233465,0.655910751,0.130325907,0.590141366,0.449025065,0.389855951,0.428111622,0.511450309,0.468887662,0.427019629,0.459133161,0.418092206,0.510476507,0.687913245,0
1.50353E+12,0.879564895,0.365904315,0.003919432,0.079621399,0.426821677,0.659951884,0.122784238,0.588375607,0.448973921,0.388441973,0.450665455,0.509736714,0.468838968,0.452734254,0.460510088,0.43468452,0.506777614,0.67242841,0
1.50353E+12,0.879564895,0.365904361,0.004044732,0.079621399,0.427181532,0.665198247,0.126350778,0.589387595,0.452417551,0.390130306,0.452880007,0.494634942,0.472310993,0.440736614,0.449768315,0.420086151,0.508832792,0.670745123,0
1.50353E+12,0.879564895,0.365904366,0.004057283,0.079621399,0.427843762,0.658961101,0.125867388,0.590849638,0.449266026,0.389728143,0.462699199,0.506588026,0.476380429,0.448461585,0.462907127,0.430821535,0.508851619,0.673118422,0
1.50353E+12,0.879564895,0.365904366,0.004057746,0.079621399,0.428364916,0.65687783,0.123924369,0.590032709,0.449317808,0.388637365,0.459666456,0.513692508,0.469179267,0.443525854,0.46947313,0.4262032,0.508001851,0.671954906,0
1.50353E+12,0.879564895,0.365904366,0.004057675,0.079621399,0.429136427,0.660599096,0.125456173,0.588891143,0.449980019,0.390188705,0.455715865,0.512206976,0.475547873,0.446978887,0.464591985,0.432495921,0.500428198,0.676267791,0
1.50353E+12,0.879564895,0.365904366,0.004057647,0.079621399,0.427822062,0.661170837,0.126180103,0.589403481,0.446598537,0.390059868,0.457795963,0.508188921,0.468928998,0.445128231,0.462999122,0.427476821,0.511781625,0.672815587,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427986551,0.660651713,0.123343873,0.589783223,0.449116267,0.38895639,0.455715865,0.503338012,0.4808272,0.446978887,0.476764438,0.438372057,0.504522839,0.673829041,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.426307458,0.66136404,0.124802155,0.58983786,0.449509055,0.390051345,0.454779904,0.507813016,0.46680582,0.436292177,0.479641547,0.431523506,0.522251065,0.668572328,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427408682,0.661381128,0.129025629,0.590678252,0.44942732,0.390026091,0.45318678,0.51079831,0.472161599,0.456859959,0.472585812,0.42879683,0.514143632,0.676179061,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427480033,0.657098825,0.124415995,0.589865599,0.448264394,0.388651885,0.458307557,0.512072398,0.47740762,0.452357434,0.456601374,0.432106255,0.524638335,0.676835922,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.429360488,0.661746735,0.124308425,0.589431261,0.450462327,0.389732131,0.451189638,0.523433993,0.483304495,0.441214049,0.462726964,0.423712434,0.517076278,0.67857512,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.428530421,0.660673823,0.129871163,0.590083947,0.447441401,0.39074824,0.45885047,0.503062649,0.459060491,0.446000233,0.466878524,0.420066857,0.510508078,0.673590099,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.42759267,0.658983433,0.125751439,0.590167351,0.44710842,0.388249249,0.461593776,0.512630471,0.473250845,0.44003597,0.473463476,0.428295605,0.509913124,0.680857462,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.426441694,0.662567858,0.125041429,0.590141366,0.450046096,0.39090067,0.455835392,0.511420302,0.469809772,0.447141934,0.465559465,0.43546271,0.505343688,0.677298568,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.428333553,0.65997984,0.127329276,0.589699855,0.448524288,0.390942486,0.467120964,0.504515314,0.465753831,0.450434398,0.462539663,0.431834365,0.508984984,0.673715657,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.426178756,0.658369444,0.123319395,0.589239422,0.447419272,0.387995906,0.460528056,0.507772494,0.475547873,0.435896443,0.452419532,0.438372057,0.512712122,0.676267791,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.431302647,0.662080822,0.12753235,0.588444447,0.450800882,0.390084713,0.452403506,0.507311954,0.477425328,0.443648548,0.459065768,0.430556335,0.513036301,0.67845692,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.426083339,0.66173572,0.129570982,0.589644719,0.448132684,0.39194539,0.468799717,0.501637737,0.480898265,0.441224099,0.461484201,0.432744586,0.5022128,0.6774235,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.426858942,0.657629513,0.125684265,0.588958594,0.447266383,0.388932016,0.463347501,0.508698583,0.465487989,0.433248203,0.470947984,0.432801375,0.514819496,0.680429377,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427118483,0.663852438,0.125292555,0.588763548,0.451134724,0.389678704,0.458909874,0.505047003,0.462664999,0.434971291,0.462113172,0.421361816,0.507887954,0.66484305,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427902493,0.664038819,0.127329799,0.589414809,0.450844799,0.391487356,0.456447113,0.510739465,0.470006319,0.450740046,0.465887052,0.440628833,0.518044824,0.676685534,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.426853889,0.659631921,0.126274907,0.590132933,0.449138533,0.389741019,0.450385638,0.506904769,0.465040055,0.441347066,0.465594734,0.432323599,0.523989805,0.667196621,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.429896922,0.662359481,0.122418411,0.589594244,0.450580589,0.389011717,0.480811638,0.517164334,0.487840805,0.46223167,0.416715189,0.441878495,0.530546908,0.658035478,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.428958243,0.660232313,0.128311168,0.589598106,0.449207779,0.391044318,0.458363586,0.508414606,0.464882333,0.443752315,0.461947203,0.421864889,0.507838779,0.669415391,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427782274,0.660238595,0.124967209,0.590149244,0.447577583,0.389620181,0.460528056,0.507772494,0.475547873,0.446978887,0.458505758,0.435433989,0.508617481,0.673829041,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.425543575,0.662008272,0.123901064,0.589824307,0.449112571,0.389912611,0.458810883,0.506004691,0.467681917,0.439290321,0.468406385,0.432653363,0.511260205,0.676428585,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427516757,0.66173572,0.126173817,0.590016211,0.450556612,0.391076183,0.456357929,0.511151237,0.48663167,0.446292257,0.480508184,0.433099075,0.513373324,0.674583322,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427849308,0.660838414,0.124845894,0.589300592,0.449371408,0.390026464,0.463215285,0.512976571,0.469296134,0.436510857,0.487822015,0.432425691,0.514665356,0.677997428,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427152683,0.660205295,0.124601584,0.589766588,0.449981587,0.389489508,0.451075799,0.511354555,0.475585418,0.436886733,0.471351627,0.417373531,0.506079727,0.673159083,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.426649884,0.663717379,0.124870394,0.589361031,0.450800406,0.39063818,0.453926852,0.507883803,0.47845879,0.446714581,0.476880278,0.433905235,0.514263764,0.667024805,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.425977253,0.659765338,0.125787165,0.59058954,0.44918529,0.390245498,0.449183648,0.509295727,0.468964499,0.444116521,0.475471248,0.431040158,0.523161668,0.675362492,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.431248328,0.659314542,0.125185797,0.589476257,0.450597706,0.388808718,0.458392388,0.496838717,0.469290496,0.446249421,0.470541259,0.427248299,0.505686464,0.679201254,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.42670027,0.662246093,0.123974082,0.588231349,0.449945746,0.390692626,0.44191817,0.494431331,0.477204477,0.42648331,0.447443425,0.433899839,0.507341037,0.671237434,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.428019581,0.659814365,0.12618924,0.589635295,0.44968935,0.390352873,0.459739079,0.506575269,0.470976984,0.445955137,0.473675139,0.431199951,0.511327719,0.680488291,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427207917,0.66127015,0.123266721,0.589557215,0.448556884,0.388882997,0.450591897,0.48767404,0.475031573,0.436846771,0.459235457,0.432200831,0.513857215,0.678215838,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.426522868,0.664215162,0.125567297,0.589755826,0.451185408,0.389625347,0.460157985,0.508504657,0.463904398,0.449567764,0.465116133,0.430224769,0.513191217,0.676658321,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.428205877,0.660358182,0.126950748,0.589134992,0.449058026,0.3897672,0.455712378,0.510784705,0.469987045,0.436443416,0.459551079,0.434786013,0.511568881,0.673946806,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427478139,0.661013697,0.123821671,0.58943544,0.450313092,0.38916879,0.461468766,0.509392704,0.471177151,0.443706455,0.471648905,0.426720564,0.512208678,0.67496142,0
1.50353E+12,0.879564895,0.365904366,0.004057646,0.079621399,0.427979619,0.663048636,0.1237534,0.589619856,0.450620601,0.389305381,0.457707266,0.507770409,0.475540836,0.43908079,0.457859752,0.438111473,0.502765533,0.667728192,0
1.50353E+12,0.879564895,0.365904364,0.004057644,0.079621399,0.428431033,0.662688512,0.127467493,0.590445345,0.45028143,0.389822478,0.456096544,0.513357668,0.4697425,0.448778464,0.463561964,0.424350417,0.514463489,0.673558584,0
1.50353E+12,0.879564895,0.365904342,0.004057625,0.079621399,0.429471056,0.657239251,0.124259933,0.589340827,0.449086007,0.387676685,0.456267726,0.509225959,0.469652202,0.446940307,0.463064015,0.433547169,0.513103139,0.674026688,0
1.50353E+12,0.879564895,0.365904484,0.004057753,0.079621399,0.426638663,0.661930498,0.123564773,0.588185783,0.451366347,0.389142835,0.458938718,0.505300812,0.473825209,0.443800631,0.471501205,0.43010836,0.513574881,0.677169251,0
1.50353E+12,0.879564895,0.365906269,0.004059374,0.079621399,0.430016813,0.660379999,0.127546215,0.589655479,0.450410365,0.391003107,0.468347416,0.513980419,0.462692161,0.441958453,0.491445783,0.423479941,0.513122202,0.677059695,0
1.50353E+12,0.879564895,0.36591291,0.004065404,0.079621399,0.428673054,0.659804762,0.125477065,0.588642205,0.44928333,0.389747863,0.461075125,0.514067887,0.487261732,0.457516327,0.460871892,0.426007659,0.515733271,0.668899473,0
1.50353E+12,0.879564895,0.365879564,0.004035127,0.079621399,0.429583035,0.661372955,0.123047659,0.588435704,0.449125954,0.389913428,0.457045046,0.506325465,0.482027251,0.447666916,0.461722483,0.427667668,0.515428464,0.671651698,0
1.50353E+12,0.87956489,0.364333104,0.002631552,0.079621399,0.429673536,0.663846577,0.125052653,0.587051404,0.44915736,0.390627624,0.457981919,0.500573436,0.468864135,0.446849018,0.47478561,0.431694823,0.509895656,0.675977025,0
1.50353E+12,0.879564815,0.363924093,0.002253593,0.079621399,0.42989002,0.66071102,0.126492413,0.586652289,0.446147006,0.388807846,0.45642393,0.509573064,0.476079619,0.455326075,0.466860755,0.430204845,0.512792322,0.685872594,0
1.50353E+12,0.879564418,0.363877839,0.002175263,0.079621399,0.424962535,0.663802869,0.121800236,0.588342574,0.450754663,0.389451163,0.452546551,0.510121632,0.467727436,0.441184282,0.482948331,0.422561394,0.49760714,0.678669524,0
1.50353E+12,0.879573747,0.362518285,0.002171011,0.079621399,0.429195938,0.66460837,0.127380104,0.589443719,0.451805508,0.391561977,0.451369268,0.506014173,0.477552522,0.463224158,0.428507081,0.427290357,0.495486681,0.662894885,0
1.50353E+12,0.879652621,0.361630668,0.002181818,0.079621399,0.425808209,0.662830258,0.123648724,0.589541295,0.447271435,0.387040514,0.461383709,0.508537355,0.46960076,0.442979842,0.465636365,0.432456259,0.502950059,0.687235464,0
1.50353E+12,0.879362057,0.363710788,0.002147025,0.079621399,0.428739173,0.662811315,0.122168229,0.590982896,0.455243277,0.388609894,0.456836498,0.503869889,0.472177894,0.443288672,0.467077162,0.427316837,0.507443716,0.681805868,0
1.50353E+12,0.882246462,0.363794913,0.000758644,0.079621399,0.431241579,0.661817675,0.125196924,0.591065287,0.45137783,0.389615313,0.455828223,0.512611926,0.463487227,0.449998508,0.465827027,0.429841559,0.504183982,0.671921091,0
1.50353E+12,0.882025676,0.363823122,0.000317179,0.079621399,0.429437458,0.658551551,0.125061572,0.590911071,0.44938954,0.388294338,0.45528197,0.50812121,0.473205362,0.446043354,0.477511479,0.430147446,0.510791702,0.677866737,0
1.50353E+12,0.882008676,0.363825294,0.000286132,0.079621399,0.428601672,0.662206198,0.125675792,0.588164932,0.450444003,0.389243508,0.445347404,0.511968946,0.482091676,0.465483856,0.470599256,0.431805098,0.501195452,0.674281775,0
1.50353E+12,0.882007944,0.363825388,0.000284795,0.079621399,0.428947776,0.663879234,0.125048719,0.588869248,0.449937622,0.391644913,0.462154347,0.508493423,0.472960013,0.441185012,0.466275346,0.431156596,0.503128612,0.676976685,0
1.50353E+12,0.882008091,0.363825379,0.000285063,0.079621399,0.429248842,0.661002124,0.123308543,0.589774818,0.44902437,0.389725916,0.454212388,0.508039333,0.472985111,0.444196043,0.468898626,0.434271834,0.513843457,0.677255191,0
1.50353E+12,0.882008129,0.363825414,0.000285134,0.079621399,0.429553956,0.661808809,0.124458587,0.589514721,0.449350257,0.38839975,0.460191975,0.505090458,0.464395146,0.442578702,0.491952781,0.43006922,0.511076027,0.673843216,0
1.50353E+12,0.882008132,0.363824925,0.000285138,0.079621399,0.427116183,0.662873648,0.127042806,0.58970083,0.449953729,0.390732497,0.474211457,0.502501389,0.487212583,0.467149885,0.539969192,0.40693934,0.527843629,0.688711919,0
1.50353E+12,0.882008131,0.363815801,0.000285138,0.079621399,0.427981751,0.661240214,0.127164968,0.588900235,0.450347155,0.389448978,0.456830848,0.509785732,0.468526581,0.445840212,0.475749866,0.427520907,0.499848969,0.679319574,0
1.50353E+12,0.882008131,0.363872559,0.000285137,0.079621399,0.432634595,0.661537793,0.122060685,0.588596877,0.45304024,0.388542969,0.455507306,0.515208549,0.473827454,0.442950084,0.463311457,0.409515212,0.521558782,0.666300423,0
1.50353E+12,0.88200813,0.365282481,0.000285137,0.079621399,0.43189611,0.66452899,0.123825208,0.589712848,0.449638126,0.39061248,0.459288097,0.507639035,0.469491692,0.440873988,0.463753687,0.425696699,0.504938069,0.674213689,0
1.50353E+12,0.882008123,0.365366017,0.000285135,0.079621399,0.428874965,0.659954286,0.12529781,0.590688691,0.445864313,0.389930461,0.463278726,0.508642189,0.482238776,0.450213597,0.460792554,0.437387077,0.503827644,0.679395216,0
1.50353E+12,0.882008106,0.363849004,0.000285128,0.079621399,0.429429268,0.661591615,0.125651779,0.590464149,0.447133759,0.38934116,0.465340247,0.516641458,0.470268545,0.454367183,0.464591985,0.429557853,0.512712122,0.676267791,0
1.50353E+12,0.882008926,0.363815059,0.000285423,0.079621396,0.428803241,0.661544936,0.125813288,0.589516161,0.448780008,0.389868066,0.447953045,0.506324274,0.470212521,0.431511207,0.460406461,0.423935006,0.516794736,0.678298002,0
1.50353E+12,0.88201958,0.363823418,0.000289247,0.079621358,0.428904079,0.661313463,0.127066971,0.589894494,0.448813928,0.390663553,0.455590486,0.506202849,0.467248451,0.443226246,0.465862291,0.422756849,0.512301881,0.678616748,0
1.50353E+12,0.882066623,0.363824428,0.000306133,0.079621189,0.430525219,0.662232704,0.12328455,0.589200498,0.448609569,0.389460805,0.448576229,0.515961361,0.481602353,0.449845111,0.463159626,0.442604715,0.508311771,0.67513699,0
1.50353E+12,0.880429833,0.363840476,-8.36E-05,0.079625079,0.43056083,0.664931613,0.124408087,0.589497155,0.447219495,0.390572904,0.452328356,0.517051514,0.467813793,0.445762779,0.46172105,0.435916508,0.507877913,0.675000338,0
1.50353E+12,0.879630977,0.363981696,0.002381187,0.079659537,0.429260195,0.660745811,0.125985391,0.591322731,0.446548962,0.390416802,0.45167285,0.51479653,0.502229942,0.484660999,0.476136382,0.421639332,0.496906763,0.671475442,0
1.50353E+12,0.879557763,0.361885165,0.003880975,0.079534122,0.42649205,0.663985721,0.136586388,0.594076975,0.436351365,0.385798817,0.460893505,0.533474648,0.63484363,0.685114895,0.520722959,0.435149523,0.520548946,0.680884301,0
1.50353E+12,0.879486614,0.3619538,0.012343823,0.08450144,0.437584372,0.680457131,0.112629392,0.61455733,0.413033723,0.371197597,0.46358842,0.580876558,0.392750976,0.335052639,0.443575079,0.418837864,0.483941739,0.671932091,0
1.50353E+12,0.878888142,0.356726905,0.036931515,0.090271747,0.39348778,0.714000248,0.07134087,0.657700982,0.337505746,0.349219798,0.455170138,0.506826528,0.441239379,0.367026725,0.520291139,0.445427395,0.518354271,0.675888145,0
1.50353E+12,0.876866682,0.359853376,0.093812306,0.10596348,0.370700993,0.707454483,0.020708383,0.755819609,0.284997199,0.286778174,0.465340247,0.538813868,0.586413747,0.64276873,0.537626703,0.441310125,0.610983517,0.617737787,0
1.50353E+12,0.887009416,0.362881271,0.172071793,0.145141071,0.348301979,0.67707527,0.0119902,0.769362553,0.176704749,0.141030636,0.429984492,0.438709953,0.532094542,0.559129023,0.488001411,0.448558037,0.466655815,0.798466854,0
1.50353E+12,0.906906067,0.3780018,0.251337634,0.199480745,0.233274515,0.781866867,0.067172685,0.819111271,0.24132471,0.10141646,0.464281031,0.456118311,0.480606986,0.453906618,0.476440014,0.436324217,0.580435207,0.622462612,0
1.50353E+12,0.938355347,0.434966232,0.348625549,0.276412355,0.342981173,0.733882402,0.199529501,0.885493063,0.320951611,0.025756399,0.468417333,0.575845552,0.543035509,0.523731227,0.423493341,0.425968904,0.469347883,0.728561237,0
1.50353E+12,0.954067535,0.491895391,0.423746089,0.331998634,0.361830168,0.699581378,0.278501804,0.953429249,0.303542381,0.007202167,0.470534924,0.462106463,0.502559215,0.449418109,0.516005472,0.445336782,0.503250649,0.665046213,0
1.50353E+12,0.948462174,0.566547806,0.556848821,0.43394336,0.409369391,0.459430208,0.359974183,0.993580373,0.169566212,0.073627584,0.472018888,0.536347144,0.539274063,0.490967652,0.479595775,0.438883803,0.5098193,0.676857962,0
1.50353E+12,0.949901556,0.586683505,0.660596075,0.546246167,0.341423014,0.281075857,0.2964348,0.885760583,0.07128129,0.013194422,0.45067281,0.479815665,0.429760991,0.399166391,0.414513027,0.379603253,0.491013578,0.686086863,0
1.50353E+12,0.956348383,0.619670881,0.767765645,0.692263606,0.272327973,0.341325247,0.311728315,0.847482113,0.185000111,0.028402727,0.428442583,0.499554222,0.476900531,0.422773921,0.500909114,0.377184041,0.493541973,0.64394847,0
1.50353E+12,0.939216292,0.662961503,0.823413224,0.753906202,0.38061671,0.312978093,0.350300667,0.848016951,0.342862065,0.168696496,0.406479364,0.45835726,0.418371289,0.398633137,0.367402043,0.327041894,0.452690381,0.661041881,0
1.50353E+12,0.918432522,0.716456808,0.868743314,0.799486586,0.473604272,0.302750672,0.366768746,0.797995108,0.423723818,0.224147528,0.417218339,0.525510422,0.538899801,0.380484223,0.355039908,0.370796496,0.463576425,0.583595284,0
1.50353E+12,0.911609917,0.762596629,0.895134509,0.839808613,0.478696636,0.266791549,0.429724223,0.747911984,0.42452112,0.208676528,0.483878535,0.291851176,0.380876362,0.489060491,0.366082469,0.405611498,0.527421723,0.684264768,0
