groupId, dtAcc, dtPrec, dtRec, dtF1, dtROC, svmAcc, svmPrec, svmRec, svmF1, svmROC, nnAcc, nnPrec, nnRec, nnF1, nnROC
2,0.94375,0.9166666666667,0.9746835443038,0.9447852760736,0.9699953117675,0.83125,0.7452830188679,1,0.8540540540541,0.8470073448976,0.91875,0.8586956521739,1,0.9239766081871,0.9879668698234
3,0.9430379746835,0.9367088607595,0.9487179487179,0.9426751592357,0.9626602564103,0.9050632911392,0.8387096774194,1,0.9122807017544,0.9862179487179,0.9936708860759,0.9873417721519,1,0.9936305732484,0.999358974359
6,0.9620253164557,0.9285714285714,1,0.962962962963,0.9947115384615,0.8607594936709,0.78,1,0.876404494382,0.8782051282051,0.9367088607595,0.8863636363636,1,0.9397590361446,0.9988782051282
7,0.7974683544304,0.8484848484848,0.7179487179487,0.7777777777778,0.8266025641026,0.8987341772152,0.8369565217391,0.9871794871795,0.9058823529412,0.9849358974359,0.8291139240506,0.7524752475248,0.974358974359,0.8491620111732,0.9679487179487
8,0.9113924050633,0.8555555555556,0.9871794871795,0.9166666666667,0.9672275641026,0.7658227848101,0.6782608695652,1,0.8082901554404,0.8730769230769,0.8481012658228,0.7647058823529,1,0.8666666666667,0.9844551282051
10,0.8101265822785,0.8,0.8205128205128,0.8101265822785,0.8407051282051,0.8101265822785,0.7307692307692,0.974358974359,0.8351648351648,0.9326923076923,0.9240506329114,0.8666666666667,1,0.9285714285714,0.9820512820513
11,0.7594936708861,0.6785714285714,0.974358974359,0.8,0.7890224358974,0.5886075949367,0.5467625899281,0.974358974359,0.7004608294931,0.3977564102564,0.6582278481013,0.5909090909091,1,0.7428571428571,0.6629807692308
14,0.8607594936709,0.8783783783784,0.8333333333333,0.8552631578947,0.8655448717949,0.8987341772152,0.8369565217391,0.9871794871795,0.9058823529412,0.9799679487179,0.8987341772152,0.8369565217391,0.9871794871795,0.9058823529412,0.9745192307692
15,0.9746835443038,0.9625,0.9871794871795,0.9746835443038,0.9862980769231,0.9430379746835,0.8965517241379,1,0.9454545454545,0.9961538461538,0.9620253164557,0.9285714285714,1,0.962962962963,0.9897435897436
16,0.8670886075949,0.8518518518519,0.8846153846154,0.8679245283019,0.8905448717949,0.8987341772152,0.8297872340426,1,0.906976744186,0.9842948717949,0.8607594936709,0.7978723404255,0.9615384615385,0.8720930232558,0.9458333333333
19,0.9620253164557,0.95,0.974358974359,0.9620253164557,0.9983173076923,0.9050632911392,0.8387096774194,1,0.9122807017544,0.8721153846154,0.9620253164557,0.9285714285714,1,0.962962962963,0.9891025641026
21,0.9113924050633,0.9210526315789,0.8974358974359,0.9090909090909,0.9702724358974,0.873417721519,0.8020833333333,0.9871794871795,0.8850574712644,0.9024038461538,0.8987341772152,0.8297872340426,1,0.906976744186,0.9891025641026
23,0.9430379746835,0.9058823529412,0.9871794871795,0.9447852760736,0.9700320512821,0.8101265822785,0.7222222222222,1,0.8387096774194,0.8395833333333,0.9177215189873,0.8571428571429,1,0.9230769230769,0.9918269230769
24,0.8103448275862,0.7572815533981,0.906976744186,0.8253968253968,0.8578884778013,0.8218390804598,0.7350427350427,1,0.8472906403941,0.9737050739958,0.7873563218391,0.6991869918699,1,0.822966507177,0.9845401691332
25,0.9493670886076,0.9605263157895,0.9358974358974,0.9480519480519,0.9704326923077,0.9620253164557,0.9390243902439,0.9871794871795,0.9625,0.9966346153846,0.9873417721519,0.9871794871795,0.9871794871795,0.9871794871795,0.9958333333333
26,0.8227848101266,0.8125,0.8333333333333,0.8227848101266,0.8583333333333,0.7594936708861,0.7272727272727,0.8205128205128,0.7710843373494,0.7849358974359,0.8101265822785,0.7857142857143,0.8461538461538,0.8148148148148,0.9012820512821
27,0.984962406015,1,0.969696969697,0.9846153846154,0.9841700587969,1,1,1,1,1,1,1,1,1,1
28,0.8607594936709,0.9,0.8076923076923,0.8513513513514,0.8981570512821,0.8860759493671,0.8333333333333,0.9615384615385,0.8928571428571,0.944391025641,0.9620253164557,0.9285714285714,1,0.962962962963,0.994391025641
29,0.90625,0.9324324324324,0.873417721519,0.9019607843137,0.9074855446163,0.9375,0.8876404494382,1,0.9404761904762,0.9989842162838,0.9625,0.9294117647059,1,0.9634146341463,0.9999218627911
30,0.8133333333333,0.859375,0.7432432432432,0.7971014492754,0.8672652916074,0.9133333333333,0.8505747126437,1,0.9192546583851,0.9328769559033,0.9333333333333,0.9210526315789,0.9459459459459,0.9333333333333,0.9762624466572
31,0.9017857142857,0.9782608695652,0.8181818181818,0.8910891089109,0.8966507177033,0.9553571428571,0.9166666666667,1,0.9565217391304,0.9993620414673,0.9732142857143,0.948275862069,1,0.9734513274336,0.9984051036683
17.85714285714,0.8902794913902,0.8873619130736,0.8988544586131,0.8900532771028,0.9177294086562,0.86786201626,0.8082194112297,0.9847374847375,0.8846135059449,0.9097762389125,0.9059295728331,0.8612120100155,0.9858264858265,0.9160334049182,0.9673525783039
