fileId, isEating, maxMin, dwt, slope, fourier, median
1503510449718,1,14948.00033651,-26.43661711589,-5.934735244218,0.05450763738896,0.01362127414555
1503510449718,1,1560.000100164,-8.235014201632,-4.937938586566,0.2407540536417,0.03395352775392
1503510449718,0,19800.00052231,-40.17107812366,-1.15214574944,0.06089686745255,0.1061407056889
1503510449718,1,1339.99992938,4.366001824117,-9.828431444254,-0.2370299170739,0.05923852057998
1503510449718,0,16217.00043243,-33.23871739863,-0.7592115392622,0.05385570061604,0.08961590232443
1503510449718,1,1402.000258515,-21.03752222082,-10.60733473969,0.1840397862331,0.02584723275883
1503510449718,0,10429.00048289,-37.48039140371,-3.702081119152,0.0286981665,0.05546082808618
1503510449718,1,5234.000325634,-25.79825842465,-7.164154155833,0.1758384299689,0.02103260209413
1503510449718,0,12908.00032641,-25.06434505921,-0.384504779264,0.06299721415312,0.06962156641303
1503510449718,1,7574.000409187,-33.30564810578,-17.18600154213,0.06531940576299,0.1215738928332
1503510449718,0,8909.000507853,-39.07938253129,-0.6856105021584,0.05048558869056,0.1314545874505
1503510449718,1,1075.000073467,-6.52809109156,-8.074568016317,0.1408917944238,0.02759764077162
1503510449718,0,12592.00057931,-44.71698880974,-2.19059357183,0.07003691526558,0.1196380927612
1503510449718,1,4706.000215852,-18.12700247348,-14.20342750696,-0.08841816590238,0.06148181183236
1503510449718,0,8779.000185553,-14.24654180624,-0.2925387757943,0.02699198267574,0.05163135886234
1503510449718,1,4787.000248195,-20.20026152758,-10.41460729683,0.09662878279404,0.02280702908258
1503510449718,0,7955.000301924,-23.22720595531,-0.5132307745047,0.04397525311727,0.0796611965406
1503510449718,1,3819.000378518,-30.64692210191,-14.21356683723,0.04371338850183,0.04345081859319
1503510449718,0,22839.00023976,-18.34960243587,-0.5455593100161,0.03218565677531,0.1570071328723
1503510449718,1,7076.000236662,-19.48795422289,-12.16059646785,0.01508660167965,0.1021158504646
1503510449718,0,18936.00051028,-39.09269276467,0.2983699776063,0.07623613481675,0.116570631664
