fileId, isEating, maxMin, dwt, slope, fourier, median
1503510449718,1,0.053,-26.69328098979,0.06871199785513,14948,-5.625
1503510449718,1,0.036,-8.308504678942,0.2797931484062,1560,-4.8435
1503510449718,0,0.187,-40.4380226025,-0.004318924729141,19800,-0.6875
1503510449718,1,0.025,4.242640687119,-0.1192353911807,1340,-9.875
1503510449718,0,0.157,-33.45534313828,-0.002244076870725,16217,-0.375
1503510449718,1,0.038,-21.16936281516,0.2613703664756,1402,-10.375
1503510449718,0,0.122,-37.65343609818,-0.002707569241574,10429,-3.281
1503510449718,1,0.053,-25.94233358817,0.2055129443327,5234,-6.875
1503510449718,0,0.121,-25.2345197002,0.01857466440757,12908,-0.0935
1503510449718,1,0.142,-33.58757210636,0.1921962412775,7574,-16.8125
1503510449718,0,0.209,-39.19987862864,-0.01706324948233,8909,-0.25
1503510449718,1,0.018,-6.629126073624,0.2180636806232,1075,-8
1503510449718,0,0.205,-44.90128060535,0.008078274645425,12592,-1.688
1503510449718,1,0.06,-18.34022858364,0.03445778963196,4706,-14
1503510449718,0,0.081,-14.36275293946,0.002538096472617,8779,-0.125
1503510449718,1,0.035,-20.37386768633,0.1732284677587,4787,-10.187
1503510449718,0,0.126,-23.33452377916,0.004854290608444,7955,-0.25
1503510449718,1,0.066,-30.84824043604,0.1425468635686,3819,-13.875
1503510449718,0,0.197,-18.65064846058,0.002323137727035,22839,-0.312
1503510449718,1,0.109,-19.70989441879,0.112696911816,7076,-11.938
1503510449718,0,0.199,-39.3328147035,-0.002916851748981,18936,0.75
1503510449718,1,0.053,-13.39048111533,0.0486894076577,1454,-5.062
1503510449718,0,0.08,-13.39118822211,0.004981844434249,5356,0.25
1503510449718,1,0.025,-27.75394116157,0.1435292140755,6094,-11.0625
1503510449718,0,0.099,-10.07627163191,0.001495049464801,6756,0.062
1503510449718,1,0.071,-22.09708691208,0.1821352367132,4754,-18.344
1503510449718,0,0.131,-8.662058069535,0.003242655505027,10318,-0.1565
1503510449718,1,0.115,-26.82550995787,0.04404952266792,3516,-14.5
1503510449718,0,0.105,-12.63953371371,0.005090263514528,8928,-0.188
1503510449718,1,0.105,-9.45755319837,0.3184130826341,3386,-10.5
1503510449718,0,0.145,-9.015611460128,0.002346416266233,8054,0.312
1503510449718,1,0.016,-25.10229073212,0.4508802816901,6756,-6.625
1503510449718,0,0.106,-9.14784042821,0.003175299721418,15004,-0.062
1503510449718,1,0.047,-35.841121418,0.3307791686574,4198,-15.75
1503510449718,0,0.105,-7.424621202459,0.003711119069883,11643,-0.312
1503510449718,1,0.041,-13.87697058079,0.08238164794007,11954,-12.906
1503510449718,0,0.164,-20.06415491617,0.01239183624916,11841,0.125
1503510449718,1,0.024,-25.76555689288,0.08009904664624,4455,-7.0315
1503510449718,0,0.165,-11.66726188958,0.0007385362974496,13345,-0.125
1503510449718,1,0.017,-52.76855065283,0.3674260138838,13232,-14.75
1503510449718,0,0.097,-32.96885367282,0.006221937933228,11086,0.25
1503510449718,1,0.109,-21.87576248957,0.1522824651004,4517,-21.6565
1503510449718,0,0.1,-20.32931995911,0.005618956314707,5848,-0.125
1503510449718,1,0.063,-9.634329893667,0.2857418490918,4135,-8.687
1503510449718,0,0.246,-27.9745584773,-0.002475231855524,10973,-0.188
1503510449718,1,0.071,-22.09708691208,0.2123536261491,1620,-13.875
1503510449718,0,0.108,-24.43973167815,0.002259517390333,6249,-0.312
1503510449718,1,0.089,-29.03521864908,0.3372203082264,9177,-11.6565
1503510449718,0,0.078,-8.440733647024,0.001326608412004,5917,0.562
1503510449718,1,0.063,-42.95673695708,0.4997841783217,7381,-8.0625
1503510449718,0,0.202,-30.00819757999,-0.001895198794199,18733,0.125
1503510449718,1,0.029,-16.35184431494,0.1598476987252,1751,-5.438
1503510449718,0,0.04,-24.79328506874,-0.001532127289385,6684,0.688
1503510449718,1,0.073,-24.8364185824,0.3583808853119,3198,-18.25
1503510449718,0,0.043,-22.09708691208,0.009732738078403,4613,0.3435
1503510957301,1,0.02,-29.43261266011,0.3267022475107,16144,4
1503510957301,1,0.07,-32.65914090266,0.386671282351,9602,-8.8125
1503510957301,0,0.172,-31.81980515339,-0.004446999910148,12022,0.062
1503510957301,1,0.023,-38.13992556364,0.2729873460246,4765,-9.688
1503510957301,0,0.059,-16.61700935788,0.00223076079437,9353,-0.188
1503510957301,1,0.034,-32.17335854399,0.2891451821587,2114,-6
1503510957301,0,0.043,-10.07627163191,0.005972898145529,7012,-0.125
1503510957301,1,0.014,-18.20799961555,0.4055303637822,16653,-5.562
1503510957301,0,0.19,-15.07056682743,0.004909562598484,3485,0.375
1503510957301,1,0.039,-28.63782463806,0.1469729168185,11932,-11
1503510957301,0,0.235,-16.21961534686,0.001436012989213,18446,0.1565
1503510957301,1,0.018,-28.59327691084,0.09474541944542,13479,-15.938
1503510957301,0,0.039,-13.08147545195,0.001598627579323,7768,-0.188
1503510957301,1,0.04,-35.17856236403,0.182993743099,4300,-4.562
1503510957301,0,0.171,-26.9146054123,0.007373135556239,17256,-0.4375
1503510957301,1,0.036,-41.18897000412,0.3891974497201,21482,-1.312
1503510957301,0,0.235,-7.601397897755,0.001496360097346,8028,0.375
1503510957301,1,0.041,-28.50559566997,0.34875943101,8108,-20.031
1503510957301,0,0.215,-10.87176676074,0.001730610640244,7372,0.062
1503510957301,1,0.063,-27.48806901185,0.346389513891,3523,-17.938
1503510957301,0,0.093,-8.662058069535,-0.001775041016538,4572,0.469
1503510957301,1,0.061,-33.05724202047,0.333050711557,5757,-8.1565
1503510957301,0,0.067,-8.39689302659,0.01261413527686,4797,-0.062
1503510957301,1,0.019,-22.31841133459,0.6431468383017,10751,-4.5
1503510957301,0,0.226,-9.14784042821,0.00255174773978,6348,0.25
1503510957301,1,0.046,-27.70939343436,0.6238903794038,4516,-11.375
1503510957301,0,0.236,-41.01219330882,0.001231871893046,25201,0.375
1503510957301,1,0.035,-20.41841541354,0.3202264054786,6861,-7.062
1503510957301,0,0.096,-25.14683845934,-0.003814959941017,10349,0.125
1503510957301,1,0.016,-24.13001890799,0.2859079383737,8411,-10.0315
1503510957301,0,0.048,-11.40209684663,0.003596405237526,7974,0.0935
1503510957301,1,0.025,-21.7880812487,0.5041331293706,17390,-5.312
1503510957301,0,0.219,-7.911110667915,0.00576808308782,5168,0.188
1503510957301,1,0.056,-37.60888837097,0.5607694680982,22218,-9.594
1503510957301,0,0.248,-21.96415083722,-0.002843667602967,14039,0.4065
1503510957301,1,0.035,-26.73712161023,0.216686808677,17155,-13.7185
1503510957301,0,0.099,-15.29047703638,0.0007590671637826,6064,0.25
1503510957301,1,0.04,-46.18326519964,0.6375961271465,1747,-8.219
1503510957301,0,0.152,-27.53261673906,0.004500566733838,11465,0.312
1503510957301,1,0.025,-18.60539362658,0.4497130477118,5944,-10.25
1503510957301,0,0.197,-20.859650045,-0.006615524905567,5640,-0.125
1503510957301,1,0.047,-39.15674511499,0.1467907197662,9955,-15.969
1503510957301,0,0.271,-36.0178981133,-0.005913203840754,12815,-0.312
1503510957301,1,0.049,-18.95965412395,0.4330527812204,9000,-10.688
1503510957301,0,0.073,-23.60039592888,0.0009438405826838,13512,-1.062
1503510957301,1,0.049,-29.83071377792,0.3230905923345,17792,-8.875
1503510957301,0,0.139,-19.97576656852,0.01249829877398,6324,0.312
1503510957301,1,0.027,-21.92031021678,0.3711605160662,15269,-9.688
1503510957301,0,0.27,-38.7579368904,0.006681130380881,7324,0.469
1503510957301,1,0.065,-38.22831391129,0.4999308039747,26107,-8.188
1503510957301,0,0.256,-18.16345188834,-0.004296472348092,8569,0.4065
1503510957301,1,0.022,-13.96535892843,0.4671968406763,2480,-2.313
1503510957301,0,0.135,-10.6066017178,-0.01399089267416,6766,0.375
1503510957301,1,0.019,-18.25184023599,0.4047144238976,13504,-11
1503510957301,0,0.203,-27.57716446628,0.005068966780867,18054,-0.625
1503510957301,1,0.019,-17.14733944377,0.2874006993007,11546,-8.9375
1503510957301,0,0.213,-33.10178974769,0.007461568551424,8959,0.125
1503510957301,1,0.044,-32.26174689164,0.3197645774737,9824,-16.1875
1503510957301,0,0.258,-21.964857944,0.00385352569339,4245,0.5935
1503510957301,1,0.073,-14.27507169859,0.5008690414348,10115,-14.0315
1503510957301,0,0.102,-28.01910620452,0.003475224179967,8053,-0.5
1503510957301,1,0.016,-11.04854345604,0.2475900707152,7417,-10.125
1503510957301,0,0.027,-8.971063732914,0.003576071317795,6569,-0.312
1503510957301,1,0.029,-20.41770830676,0.3298520625577,26701,-7.188
