1.5035e+12,1,14948,-26.437,-5.9347,0.054508,0.013621,27
1.5035e+12,1,1560,-8.235,-4.9379,0.24075,0.033954,27
1.5035e+12,0,19800,-40.171,-1.1521,0.060897,0.10614,27
1.5035e+12,1,1340,4.366,-9.8284,-0.23703,0.059239,27
1.5035e+12,0,16217,-33.239,-0.75921,0.053856,0.089616,27
1.5035e+12,1,1402,-21.038,-10.607,0.18404,0.025847,27
1.5035e+12,0,10429,-37.48,-3.7021,0.028698,0.055461,27
1.5035e+12,1,5234,-25.798,-7.1642,0.17584,0.021033,27
1.5035e+12,0,12908,-25.064,-0.3845,0.062997,0.069622,27
1.5035e+12,1,7574,-33.306,-17.186,0.065319,0.12157,27
1.5035e+12,0,8909,-39.079,-0.68561,0.050486,0.13145,27
1.5035e+12,1,1075,-6.5281,-8.0746,0.14089,0.027598,27
1.5035e+12,0,12592,-44.717,-2.1906,0.070037,0.11964,27
1.5035e+12,1,4706,-18.127,-14.203,-0.088418,0.061482,27
1.5035e+12,0,8779,-14.247,-0.29254,0.026992,0.051631,27
1.5035e+12,1,4787,-20.2,-10.415,0.096629,0.022807,27
1.5035e+12,0,7955,-23.227,-0.51323,0.043975,0.079661,27
1.5035e+12,1,3819,-30.647,-14.214,0.043713,0.043451,27
1.5035e+12,0,22839,-18.35,-0.54556,0.032186,0.15701,27
1.5035e+12,1,7076,-19.488,-12.161,0.015087,0.10212,27
1.5035e+12,0,18936,-39.093,0.29837,0.076236,0.11657,27
1.5035e+12,1,1454,-13.316,-5.2086,0.016376,0.040583,27
1.5035e+12,0,5356,-13.324,0.09776,0.031794,0.052194,27
1.5035e+12,1,6094,-27.553,-11.371,0.070642,0.00040546,27
1.5035e+12,0,6756,-9.9887,-0.056287,0.020133,0.07787,27
1.5035e+12,1,4754,-21.836,-18.589,0.017623,0.07763,27
1.5035e+12,0,10318,-8.526,-0.26448,0.016794,0.11252,27
1.5035e+12,1,3516,-26.622,-14.793,-0.069273,0.10158,27
1.5035e+12,0,8928,-12.521,-0.33708,0.025606,0.079142,27
1.5035e+12,1,3386,-9.2993,-10.609,0.21815,0.11588,27
1.5035e+12,0,8054,-8.914,0.20342,0.021654,0.12501,27
1.5035e+12,1,6756,-24.941,-6.9101,0.42265,-0.01416,27
1.5035e+12,0,15004,-8.9518,-0.18198,0.01886,0.085397,27
1.5035e+12,1,4198,-35.614,-16.145,0.2202,0.020616,27
1.5035e+12,0,11643,-7.2696,-0.40854,0.013428,0.089098,27
1.5035e+12,1,11954,-13.581,-13.072,-0.036195,0.047005,27
1.5035e+12,0,11841,-19.911,-0.10844,0.049646,0.12228,27
1.5035e+12,1,4455,-25.63,-7.3163,0.048491,-0.0076311,27
1.5035e+12,0,13345,-11.492,-0.26965,0.019991,0.13997,27
1.5035e+12,1,13232,-52.434,-15.341,0.29901,-0.046692,27
1.5035e+12,0,11086,-32.826,-0.12198,0.068589,0.029921,27
1.5035e+12,1,4517,-21.582,-21.898,-0.049712,0.12496,27
1.5035e+12,0,5848,-20.251,-0.35284,0.040762,0.059597,27
1.5035e+12,1,4135,-9.4859,-8.799,0.20621,0.068318,27
1.5035e+12,0,10973,-27.829,-0.50528,0.045254,0.18982,27
1.5035e+12,1,1620,-21.925,-14.117,0.09757,0.066263,27
1.5035e+12,0,6249,-24.354,-0.58476,0.042749,0.060001,27
1.5035e+12,1,9177,-28.788,-11.985,0.25978,0.063818,27
1.5035e+12,0,5917,-8.3695,0.46247,0.022649,0.058866,27
1.5035e+12,1,7381,-42.77,-8.5417,0.48773,0.0020546,27
1.5035e+12,0,18733,-29.765,-0.22547,0.053354,0.13948,27
1.5035e+12,1,1751,-16.269,-5.6183,0.12883,0.012295,27
1.5035e+12,0,6684,-24.712,0.41053,0.051064,-0.011504,27
